Length,Curl,KinkIndex,NumberKink,TotalKinkAngle,Width
 0.081,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.415,  0.40,  0.00,0,  0.00,     0
 0.279,  0.03,  0.00,0,  0.00,    10
 0.445,  0.13,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.126,  0.00,  0.00,0,  0.00,     0
 0.532,  0.19,  3.76,1, 47.04,   165
 0.221,  0.02,  0.00,0,  0.00,    11
 0.054,  0.00,  0.00,0,  0.00,     0
 0.181,  0.03,  0.00,0,  0.00,    28
 0.081,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.104,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.129,  0.00,  0.00,0,  0.00,     0
 0.399,  0.05,  0.00,0,  0.00,    19
 0.092,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.427,  0.16,  0.00,0,  0.00,    32
 0.171,  0.06,  0.00,0,  0.00,     0
 0.488,  0.05,  2.05,1, 20.78,    58
 0.277,  0.03,  0.00,0,  0.00,    14
 0.041,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.376,  0.03,  0.00,0,  0.00,    16
 0.238,  0.02,  0.00,0,  0.00,    33
 0.081,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.180,  0.03,  0.00,0,  0.00,    17
 0.100,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.347,  0.82,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.174,  0.01,  0.00,0,  0.00,     0
 0.208,  0.97,  0.00,0,  0.00,    28
 0.630,  0.02,  0.00,0,  0.00,    23
 0.081,  0.00,  0.00,0,  0.00,     0
 0.155,  0.04,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.136,  0.00,  0.00,0,  0.00,     0
 0.102,  0.00,  0.00,0,  0.00,     0
 0.102,  0.00,  0.00,0,  0.00,     0
 0.254,  0.26,  0.00,0,  0.00,    49
 0.081,  0.00,  0.00,0,  0.00,     0
 0.348,  0.17,  0.00,0,  0.00,     0
 0.114,  0.00,  0.00,0,  0.00,     0
 0.310,  0.04,  0.00,0,  0.00,    22
 1.214,  0.23,  3.29,2, 77.66,    28
 0.607,  0.02,  0.00,0,  0.00,    21
 0.304,  0.34,  0.00,0,  0.00,    18
 0.167,  0.03,  0.00,0,  0.00,     0
 0.089,  0.00,  0.00,0,  0.00,     0
 0.131,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.310,  0.04,  0.00,0,  0.00,    47
 0.343,  0.38,  0.00,0,  0.00,     0
 0.677,  0.04,  2.95,1, 22.63,    15
 0.081,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.170,  0.05,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.912,  0.04,  0.00,0,  0.00,    61
 0.894,  0.02,  0.00,0,  0.00,    25
 0.200,  0.06,  0.00,0,  0.00,     0
 0.156,  0.05,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.581,  0.13,  1.72,1, 23.19,    75
 0.099,  0.00,  0.00,0,  0.00,     0
 0.104,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.448,  0.06,  0.00,0,  0.00,    49
 0.198,  0.04,  0.00,0,  0.00,     0
 0.277,  0.02,  0.00,0,  0.00,    24
 0.979,  0.12,  0.00,0,  0.00,    18
 0.087,  0.00,  0.00,0,  0.00,     0
 0.211,  0.03,  0.00,0,  0.00,    16
 0.276,  0.57,  0.00,0,  0.00,    61
 0.081,  0.00,  0.00,0,  0.00,     0
 0.283,  0.42,  0.00,0,  0.00,     0
 0.197,  0.04,  0.00,0,  0.00,    16
 0.068,  0.00,  0.00,0,  0.00,     0
 0.317,  0.02,  0.00,0,  0.00,    22
 0.224,  0.04,  0.00,0,  0.00,    69
 0.337,  0.03,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.142,  0.05,  0.00,0,  0.00,     0
 0.101,  0.00,  0.00,0,  0.00,     0
 1.316,  0.02,  0.00,0,  0.00,    23
 0.137,  0.00,  0.00,0,  0.00,     0
 0.376,  0.22,  0.00,0,  0.00,    46
 0.153,  0.05,  0.00,0,  0.00,     0
 0.297,  1.13,  0.00,0,  0.00,    56
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.278,  0.03,  0.00,0,  0.00,    26
 0.233,  0.05,  0.00,0,  0.00,    25
 0.229,  0.05,  0.00,0,  0.00,    20
 0.145,  0.60,  0.00,0,  0.00,     0
 0.101,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.171,  0.50,  0.00,0,  0.00,     0
 0.101,  0.00,  0.00,0,  0.00,     0
 0.620,  0.02,  0.00,0,  0.00,    16
 0.288,  0.02,  0.00,0,  0.00,    25
 0.259,  0.04,  0.00,0,  0.00,    15
 0.128,  0.00,  0.00,0,  0.00,     0
 0.334,  0.47,  0.00,0,  0.00,    47
 0.100,  0.00,  0.00,0,  0.00,     0
 0.220,  0.79,  0.00,0,  0.00,     0
 0.512,  0.03,  0.00,0,  0.00,    38
 0.081,  0.00,  0.00,0,  0.00,     0
 0.360,  0.03,  0.00,0,  0.00,     0
 0.904,  0.09,  2.21,1, 25.61,    26
 0.250,  0.02,  0.00,0,  0.00,    22
 0.516,  0.03,  0.00,0,  0.00,    12
 0.054,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.652,  0.09,  3.07,1, 38.99,    35
 0.081,  0.00,  0.00,0,  0.00,     0
 0.343,  0.06,  0.00,0,  0.00,    25
 0.168,  0.04,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.667,  0.03,  0.00,0,  0.00,    79
 0.305,  0.02,  0.00,0,  0.00,    24
 0.209,  0.03,  0.00,0,  0.00,    33
 0.068,  0.00,  0.00,0,  0.00,     0
 0.140,  0.04,  0.00,0,  0.00,     0
 0.142,  0.05,  0.00,0,  0.00,     0
 0.429,  0.03,  0.00,0,  0.00,    21
 0.099,  0.00,  0.00,0,  0.00,     0
 0.106,  0.00,  0.00,0,  0.00,     0
 0.126,  0.00,  0.00,0,  0.00,     0
 0.092,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.116,  0.00,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.170,  0.15,  0.00,0,  0.00,     0
 0.291,  0.03,  0.00,0,  0.00,    31
 0.236,  0.03,  0.00,0,  0.00,    36
 0.142,  0.06,  0.00,0,  0.00,     0
 0.281,  0.04,  0.00,0,  0.00,    19
 0.610,  0.29,  4.92,1, 53.59,    17
 0.842,  0.04,  2.38,1, 24.99,    25
 0.041,  0.00,  0.00,0,  0.00,     0
 0.498,  0.03,  0.00,0,  0.00,    44
 0.765,  0.03,  0.00,0,  0.00,    26
 0.081,  0.00,  0.00,0,  0.00,     0
 0.102,  0.00,  0.00,0,  0.00,     0
 0.159,  0.07,  0.00,0,  0.00,     0
 0.114,  0.00,  0.00,0,  0.00,     0
 0.224,  0.00,  0.00,0,  0.00,    18
 0.892,  0.02,  0.00,0,  0.00,    33
 0.041,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.985,  0.01,  0.00,0,  0.00,    25
 0.302,  0.10,  0.00,0,  0.00,    38
 0.054,  0.00,  0.00,0,  0.00,     0
 0.328,  0.01,  0.00,0,  0.00,    42
 0.054,  0.00,  0.00,0,  0.00,     0
 0.101,  0.00,  0.00,0,  0.00,     0
 0.590,  0.47,  5.09,1, 80.71,    34
 0.153,  0.03,  0.00,0,  0.00,     0
 0.717,  0.04,  0.00,0,  0.00,    19
 0.054,  0.00,  0.00,0,  0.00,     0
 0.144,  0.04,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.140,  0.04,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.785,  0.12,  0.00,0,  0.00,    51
 0.086,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.885,  0.03,  1.13,1, 20.75,    59
 0.293,  0.03,  0.00,0,  0.00,    27
 0.980,  0.01,  0.00,0,  0.00,    25
 0.155,  0.04,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.127,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.118,  0.00,  0.00,0,  0.00,     0
 0.488,  0.13,  0.00,0,  0.00,    16
 0.068,  0.00,  0.00,0,  0.00,     0
 0.969,  0.12,  0.00,0,  0.00,    35
 0.570,  0.21,  3.51,1, 49.17,    61
 0.194,  0.06,  0.00,0,  0.00,    54
 0.128,  0.00,  0.00,0,  0.00,     0
 0.517,  1.86,  7.74,1,162.41,    60
 0.605,  0.02,  0.00,0,  0.00,    31
 0.068,  0.00,  0.00,0,  0.00,     0
 0.283,  0.03,  0.00,0,  0.00,    21
 0.142,  0.05,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.256,  0.66,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.184,  0.05,  0.00,0,  0.00,    12
 0.194,  0.02,  0.00,0,  0.00,     0
 0.618,  0.15,  0.00,0,  0.00,    74
 0.142,  0.05,  0.00,0,  0.00,     0
 0.196,  0.04,  0.00,0,  0.00,    17
 0.086,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.155,  0.05,  0.00,0,  0.00,     0
 0.195,  0.03,  0.00,0,  0.00,    16
 0.113,  0.00,  0.00,0,  0.00,     0
 0.101,  0.00,  0.00,0,  0.00,     0
 0.287,  0.02,  0.00,0,  0.00,    24
 0.041,  0.00,  0.00,0,  0.00,     0
 0.094,  0.00,  0.00,0,  0.00,     0
 0.280,  0.04,  0.00,0,  0.00,    51
 0.129,  0.00,  0.00,0,  0.00,     0
 0.184,  0.03,  0.00,0,  0.00,    17
 0.432,  0.34,  0.00,0,  0.00,    23
 0.251,  0.02,  0.00,0,  0.00,    22
 0.054,  0.00,  0.00,0,  0.00,     0
 0.210,  0.01,  0.00,0,  0.00,    44
 0.116,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.129,  0.00,  0.00,0,  0.00,     0
 0.619,  0.01,  0.00,0,  0.00,    36
 0.426,  0.02,  0.00,0,  0.00,    15
 0.140,  0.04,  0.00,0,  0.00,     0
 0.195,  0.03,  0.00,0,  0.00,     0
 0.167,  0.03,  0.00,0,  0.00,     0
 0.233,  0.10,  0.00,0,  0.00,    23
 0.491,  0.80,  8.15,1,101.75,    39
 0.100,  0.00,  0.00,0,  0.00,     0
 0.792,  0.01,  0.00,0,  0.00,    18
 0.197,  0.04,  0.00,0,  0.00,    24
 0.068,  0.00,  0.00,0,  0.00,     0
 0.964,  0.02,  0.00,0,  0.00,    25
 0.054,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.221,  0.02,  0.00,0,  0.00,    27
 0.477,  0.13,  0.00,0,  0.00,    69
 0.054,  0.00,  0.00,0,  0.00,     0
 0.240,  0.04,  0.00,0,  0.00,    15
 0.670,  0.01,  0.00,0,  0.00,    31
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.547,  0.04,  0.00,0,  0.00,    38
 0.102,  0.00,  0.00,0,  0.00,     0
 0.386,  0.02,  0.00,0,  0.00,    27
 0.041,  0.00,  0.00,0,  0.00,     0
 0.334,  0.03,  0.00,0,  0.00,    19
 0.261,  0.61,  0.00,0,  0.00,    41
 0.256,  0.49,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.790,  0.03,  0.00,0,  0.00,    22
 0.234,  0.04,  0.00,0,  0.00,    23
 0.459,  0.04,  0.00,0,  0.00,    26
 0.041,  0.00,  0.00,0,  0.00,     0
 0.360,  0.05,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.277,  0.02,  0.00,0,  0.00,    29
 0.492,  0.11,  6.10,1, 49.40,     0
 0.103,  0.00,  0.00,0,  0.00,     0
 1.170,  3.08,  6.84,2,313.06,   203
 0.068,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.197,  0.04,  0.00,0,  0.00,    33
 1.411,  0.02,  0.71,1, 20.67,    36
 0.068,  0.00,  0.00,0,  0.00,     0
 1.099,  0.03,  0.00,0,  0.00,    27
 1.312,  0.13,  3.05,2, 57.35,    74
 0.332,  0.43,  0.00,0,  0.00,     0
 0.169,  0.01,  0.00,0,  0.00,     0
 0.288,  0.02,  0.00,0,  0.00,    34
 0.319,  0.02,  0.00,0,  0.00,    43
 0.335,  0.02,  0.00,0,  0.00,    30
 0.041,  0.00,  0.00,0,  0.00,     0
 0.194,  0.03,  0.00,0,  0.00,    24
 0.354,  0.48,  0.00,0,  0.00,     0
 0.154,  0.03,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.345,  0.02,  0.00,0,  0.00,    24
 0.142,  0.03,  0.00,0,  0.00,     0
 0.452,  0.22,  0.00,0,  0.00,    26
 0.041,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.222,  0.03,  0.00,0,  0.00,    14
 0.081,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.196,  0.03,  0.00,0,  0.00,    27
 0.373,  0.02,  0.00,0,  0.00,    19
 0.105,  0.00,  0.00,0,  0.00,     0
 0.313,  0.79,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.705,  0.02,  0.00,0,  0.00,    19
 0.184,  0.04,  0.00,0,  0.00,    24
 1.546,  0.02,  0.65,1, 20.72,    34
 0.054,  0.00,  0.00,0,  0.00,     0
 0.250,  0.03,  0.00,0,  0.00,    12
 0.448,  0.04,  4.47,1, 27.82,    16
 0.113,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.305,  0.21,  0.00,0,  0.00,    33
 0.041,  0.00,  0.00,0,  0.00,     0
 0.114,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.238,  0.04,  0.00,0,  0.00,    24
 0.113,  0.00,  0.00,0,  0.00,     0
 0.167,  0.03,  0.00,0,  0.00,     0
 0.227,  0.03,  0.00,0,  0.00,    16
 0.142,  0.03,  0.00,0,  0.00,     0
 0.126,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.182,  0.04,  0.00,0,  0.00,    15
 0.081,  0.00,  0.00,0,  0.00,     0
 1.157,  0.02,  0.00,0,  0.00,    22
 0.127,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.248,  0.02,  0.00,0,  0.00,    19
 0.203,  0.05,  0.00,0,  0.00,    47
 0.194,  0.03,  0.00,0,  0.00,    15
 0.041,  0.00,  0.00,0,  0.00,     0
 0.237,  0.03,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.266,  0.04,  0.00,0,  0.00,     9
 0.603,  0.03,  0.00,0,  0.00,    20
 0.239,  0.07,  0.00,0,  0.00,     0
 0.126,  0.00,  0.00,0,  0.00,     0
 0.270,  0.03,  0.00,0,  0.00,    30
 0.346,  0.02,  0.00,0,  0.00,    28
 0.041,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.576,  0.01,  0.00,0,  0.00,    22
 0.081,  0.00,  0.00,0,  0.00,     0
 0.168,  0.04,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.126,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.319,  0.02,  0.00,0,  0.00,    20
 0.322,  0.02,  0.00,0,  0.00,    17
 0.344,  0.02,  0.00,0,  0.00,    33
 0.291,  0.03,  0.00,0,  0.00,    12
 0.041,  0.00,  0.00,0,  0.00,     0
 0.169,  0.03,  0.00,0,  0.00,     0
 0.170,  0.11,  0.00,0,  0.00,     0
 0.245,  0.01,  0.00,0,  0.00,     0
 0.495,  0.02,  0.00,0,  0.00,    27
 0.181,  0.03,  0.00,0,  0.00,    12
 0.282,  0.10,  0.00,0,  0.00,    23
 0.183,  0.05,  0.00,0,  0.00,    18
 0.087,  0.00,  0.00,0,  0.00,     0
 0.555,  1.08,  5.40,1, 63.24,   280
 0.278,  0.02,  0.00,0,  0.00,    29
 0.332,  0.02,  0.00,0,  0.00,    39
 0.732,  0.04,  0.00,0,  0.00,    74
 0.068,  0.00,  0.00,0,  0.00,     0
 0.331,  0.02,  0.00,0,  0.00,    24
 0.443,  0.03,  0.00,0,  0.00,    27
 0.081,  0.00,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.328,  0.22,  0.00,0,  0.00,    60
 0.272,  0.02,  0.00,0,  0.00,    30
 0.081,  0.00,  0.00,0,  0.00,     0
 0.184,  0.04,  0.00,0,  0.00,    34
 0.367,  0.18,  0.00,0,  0.00,    50
 0.336,  0.19,  0.00,0,  0.00,     0
 0.567,  0.05,  3.53,1, 32.01,    39
 0.115,  0.00,  0.00,0,  0.00,     0
 0.229,  0.04,  0.00,0,  0.00,    30
 0.158,  0.02,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 1.043,  0.03,  1.92,1, 25.10,    79
 0.041,  0.00,  0.00,0,  0.00,     0
 0.282,  1.73,  0.00,0,  0.00,   137
 0.363,  0.04,  0.00,0,  0.00,    18
 0.087,  0.00,  0.00,0,  0.00,     0
 0.236,  0.03,  0.00,0,  0.00,    46
 0.136,  0.00,  0.00,0,  0.00,     0
 0.117,  0.00,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.237,  0.03,  0.00,0,  0.00,    17
 0.571,  0.06,  3.50,1, 34.52,    21
 0.068,  0.00,  0.00,0,  0.00,     0
 0.454,  0.29,  0.00,0,  0.00,    28
 0.212,  0.04,  0.00,0,  0.00,    15
 0.467,  0.02,  0.00,0,  0.00,    20
 0.041,  0.00,  0.00,0,  0.00,     0
 0.132,  0.00,  0.00,0,  0.00,     0
 0.586,  0.01,  0.00,0,  0.00,    27
 0.041,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.441,  0.02,  0.00,0,  0.00,    54
 0.041,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.127,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.195,  0.00,  0.00,0,  0.00,     0
 0.264,  0.03,  0.00,0,  0.00,    25
 0.041,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.092,  0.00,  0.00,0,  0.00,     0
 0.229,  1.96,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.646,  0.04,  3.09,1, 30.41,    14
 0.081,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.149,  0.06,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.925,  0.01,  0.00,0,  0.00,    33
 0.041,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.155,  0.04,  0.00,0,  0.00,     0
 0.188,  0.00,  0.00,0,  0.00,     0
 0.089,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.249,  0.03,  0.00,0,  0.00,    16
 0.182,  0.03,  0.00,0,  0.00,    21
 0.685,  0.10,  0.00,0,  0.00,    28
 0.099,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.210,  0.04,  0.00,0,  0.00,    20
 0.113,  0.00,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.568,  0.02,  0.00,0,  0.00,    70
 0.152,  0.40,  0.00,0,  0.00,     0
 0.117,  0.00,  0.00,0,  0.00,     0
 0.400,  0.08,  0.00,0,  0.00,    19
 0.494,  0.02,  0.00,0,  0.00,    44
 0.208,  1.37,  0.00,0,  0.00,    65
 0.114,  0.00,  0.00,0,  0.00,     0
 0.088,  0.00,  0.00,0,  0.00,     0
 0.102,  0.00,  0.00,0,  0.00,     0
 0.089,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.438,  0.01,  0.00,0,  0.00,    40
 0.054,  0.00,  0.00,0,  0.00,     0
 0.793,  0.03,  0.00,0,  0.00,    74
 0.263,  0.02,  0.00,0,  0.00,    38
 0.195,  0.00,  0.00,0,  0.00,     0
 0.137,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.287,  0.02,  0.00,0,  0.00,    10
 0.041,  0.00,  0.00,0,  0.00,     0
 0.161,  0.01,  0.00,0,  0.00,     0
 0.428,  0.02,  0.00,0,  0.00,    25
 0.401,  0.02,  0.00,0,  0.00,    27
 0.567,  0.02,  0.00,0,  0.00,    21
 0.068,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.313,  0.05,  0.00,0,  0.00,    60
 0.634,  0.02,  0.00,0,  0.00,    12
 0.068,  0.00,  0.00,0,  0.00,     0
 0.103,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.168,  0.04,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.722,  0.03,  2.77,1, 24.04,    15
 0.167,  0.03,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.123,  0.00,  0.00,0,  0.00,     0
 0.816,  0.08,  0.00,0,  0.00,    39
 0.170,  0.03,  0.00,0,  0.00,     0
 0.634,  0.02,  0.00,0,  0.00,    33
 0.267,  0.04,  0.00,0,  0.00,    14
 0.621,  0.02,  0.00,0,  0.00,    34
 0.701,  0.02,  0.00,0,  0.00,    27
 0.383,  0.02,  0.00,0,  0.00,    75
 0.298,  0.01,  0.00,0,  0.00,    11
 0.131,  0.00,  0.00,0,  0.00,     0
 0.230,  0.06,  0.00,0,  0.00,    16
 0.106,  0.00,  0.00,0,  0.00,     0
 0.185,  0.04,  0.00,0,  0.00,    25
 0.576,  0.01,  0.00,0,  0.00,    27
 0.507,  0.02,  0.00,0,  0.00,    19
 0.225,  0.04,  0.00,0,  0.00,    30
 0.186,  0.58,  0.00,0,  0.00,     0
 0.145,  0.02,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.296,  0.03,  0.00,0,  0.00,    21
 0.081,  0.00,  0.00,0,  0.00,     0
 0.729,  0.02,  0.00,0,  0.00,    17
 0.054,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.144,  0.07,  0.00,0,  0.00,     0
 0.130,  0.00,  0.00,0,  0.00,     0
 0.141,  0.04,  0.00,0,  0.00,     0
 0.151,  0.40,  0.00,0,  0.00,     0
 0.340,  0.33,  0.00,0,  0.00,    32
 0.121,  0.00,  0.00,0,  0.00,     0
 0.222,  0.03,  0.00,0,  0.00,    37
 0.167,  0.03,  0.00,0,  0.00,     0
 0.296,  0.03,  0.00,0,  0.00,    37
 0.308,  0.04,  0.00,0,  0.00,    40
 0.086,  0.00,  0.00,0,  0.00,     0
 0.193,  0.16,  0.00,0,  0.00,    60
 0.358,  0.02,  0.00,0,  0.00,    41
 0.081,  0.00,  0.00,0,  0.00,     0
 0.347,  0.03,  0.00,0,  0.00,    36
 0.054,  0.00,  0.00,0,  0.00,     0
 0.609,  0.04,  0.00,0,  0.00,    14
 0.086,  0.00,  0.00,0,  0.00,     0
 0.504,  0.50,  0.00,0,  0.00,    26
 0.081,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.141,  0.05,  0.00,0,  0.00,     0
 0.181,  0.03,  0.00,0,  0.00,    14
 0.332,  2.73,  0.00,0,  0.00,     0
 0.207,  0.02,  0.00,0,  0.00,    15
 0.068,  0.00,  0.00,0,  0.00,     0
 0.292,  0.02,  0.00,0,  0.00,    25
 0.458,  0.02,  0.00,0,  0.00,    26
 0.212,  0.04,  0.00,0,  0.00,    45
 0.183,  0.04,  0.00,0,  0.00,    25
 0.581,  0.03,  0.00,0,  0.00,    19
 0.600,  0.03,  0.00,0,  0.00,    27
 0.556,  0.06,  3.60,1, 30.44,    20
 0.294,  0.02,  0.00,0,  0.00,    11
 0.283,  0.24,  0.00,0,  0.00,    46
 0.081,  0.00,  0.00,0,  0.00,     0
 0.267,  0.00,  0.00,0,  0.00,    17
